id,cannon_teff,cannon_logg,cannon_m_h,cannon_alpha_m,cannon_teff_err,cannon_logg_err,cannon_m_h_err,cannon_alpha_m_err,cannon_red_chisq,ra,dec,snrg,codeindex,GAL_LONG,GAL_LAT,_r,recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,u_e_Vmag,Bmag,e_Bmag,u_e_Bmag,g'mag,e_g'mag,u_e_g'mag,r'mag,e_r'mag,u_e_r'mag,i'mag,e_i'mag,u_e_i'mag,Separation
spec-56199-EG010159N023133V_1_sp11-118.fits,4646.98705032,2.71715885401,0.100529473051,0.050042622889,9.13961410664,0.02232969525,0.0116006302472,0.00618612350775,1.1669511747407189,15.774823,4.579436,90.37000274658203,82139,128.44777019926505,-58.16736615635201,2.1E-5,16857818,15.774844,4.579435,0.097,0.094,20120277,4,20,1.146,0.09,10.892,0.082,0,12.037,0.039,0,11.469,0.05,0,10.552,0.114,0,10.185,0.058,0,2.095683174319574E-5
spec-56214-EG000024N121601M01_sp02-198.fits,4794.35240817,3.06702119706,-0.158935143049,0.304332521011,68.5775332227,0.146662986716,0.0743930889103,0.0268612593851,0.21158649750085035,358.727561,11.065827,12.670000076293945,89016,101.31842590453503,-49.419004088522904,2.65E-4,17748811,358.727589,11.066091,0.527,1.171,20150669,3,16,0.971,0.168,16.135,0.094,0,17.106,0.139,0,16.72,0.023,0,15.866,0.022,0,15.979,0.0,0,2.654262929989479E-4
spec-56214-EG000024N121601M01_sp13-016.fits,4892.08671271,2.81654406359,-0.119837083785,0.330018963393,78.1343971568,0.18176334871,0.0852482911537,0.0302839799443,0.18595188317307154,2.28706,12.80609,10.850000381469727,89079,107.18142621733591,-48.76807096330265,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56228-EG220318S020919V01_sp11-009.fits,4925.59840928,3.29730297918,0.0627517497659,0.225325899696,22.3666326433,0.0448259813327,0.024669360645,0.011869204924,0.3226623352461752,330.31529,-0.242304,47.0,98025,59.096015541204224,-41.119115184671855,2.3E-5,17327261,330.315309,-0.242317,0.637,0.461,20160259,5,13,1.041,0.256,12.503,0.254,0,13.545,0.032,0,13.023,0.006,0,12.078,0.177,0,11.867,0.099,0,2.302158867865714E-5
spec-56245-GAC102N32B1_sp16-060.fits,4809.53343982,3.26205705979,0.362322396103,0.187857384021,67.2278640558,0.14133040256,0.0703081123356,0.0310315744487,0.3103944174934574,101.12592,34.268424,9.100000381469727,103465,181.11362605264796,13.562222223325328,1.54E-4,6424869,101.125749,34.268363,0.892,0.936,20151572,5,21,1.228,0.205,15.763,0.064,0,16.992,0.194,0,16.42,0.075,0,15.418,0.073,0,15.066,0.049,0,1.5391944681675463E-4
spec-56255-VB007N33V1_sp11-190.fits,5116.22029774,3.55622136398,0.238804761601,0.172772489434,54.8549128492,0.10852523558,0.05530272349,0.028500322385,0.17789842650624133,7.281718,35.78363,15.65999984741211,106497,117.86088164765776,-26.868337611841504,2.2E-5,2551760,7.281723,35.783608,0.282,0.326,20121656,21,97,0.851,0.15,14.111,0.075,0,14.962,0.13,0,14.517,0.109,0,13.832,0.061,0,13.718,0.43,0,2.2370793339927458E-5
spec-56258-VB054N40V1_sp04-036.fits,4674.06190088,2.32753873211,0.316127018294,0.216464795141,17.5100408091,0.0457248809277,0.0212684654916,0.0102872495038,0.8572795050583982,54.309395,40.504204,34.38999938964844,115758,153.9246884079605,-12.18413894520488,4.0E-5,1472173,54.309427,40.504172,0.314,0.153,20151780,6,30,1.385,0.097,12.831,0.055,0,14.217,0.08,0,13.517,0.068,0,12.377,0.092,0,11.965,0.05,0,4.019975768836571E-5
spec-56266-GAC117N24V2_sp11-175.fits,4846.21227831,2.6883655009,-0.234795941859,0.0538312797909,59.6132609075,0.143300936676,0.0734637794857,0.0318446595651,0.1550718602181969,117.0301,26.253952,16.18000030517578,123702,194.27654406884665,23.397452871790964,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56287-VB053N42V2_sp03-052.fits,4649.7242595,2.63242098745,-0.109148515126,-0.00872174663731,33.7549425555,0.0803953600799,0.0440961032453,0.016090018775,0.3387579255152354,51.097758,42.908225,23.09000015258789,138773,150.50204256048917,-11.628166058635498,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56292-GAC089N16V1_sp10-232.fits,4587.4811933,2.49362897334,0.210005813447,0.0726521089696,25.9747437225,0.0608555376586,0.0326801859749,0.0118160958675,0.2825798848381924,87.681018,16.339246,24.459999084472656,139481,191.42512705603613,-5.470428417436465,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56292-GAC089N16V1_sp16-065.fits,5388.47451321,3.79905509969,-0.165116679226,0.049578612329,43.1630986709,0.0642919975713,0.0496009864748,0.0184467003757,0.43491987408328675,88.114293,18.274464,28.270000457763672,139571,189.9591890497204,-4.135381053629226,5.7E-5,25084302,88.114328,18.274418,0.581,0.727,20150832,6,30,1.401,0.201,14.987,0.145,0,16.388,0.139,0,15.597,0.04,0,14.367,0.043,0,13.753,0.069,0,5.6749901495247845E-5
spec-56292-GAC089N16V3_sp08-207.fits,4487.42418464,2.15379135859,-0.682752105419,0.0120289865577,34.3880075985,0.0831501063453,0.0492920572449,0.0148061485947,4.346733911630732,89.896202,15.047817,23.65999984741211,140110,193.61688944594007,-4.267726583619436,5.4E-5,24243095,89.896254,15.047838,0.61,0.576,20120833,6,18,1.385,0.044,12.777,0.014,0,14.163,0.042,0,13.435,0.063,0,12.276,0.017,0,11.762,0.029,0,5.443102182255007E-5
spec-56296-GAC096N02V2_sp08-115.fits,4879.05942986,2.3380999274,-0.131457864656,0.0119343153734,869.064792759,0.0068267007749,0.00144167233769,1.55508091237E-4,0.5582739711297666,97.804756,1.9834436,14.100000381469727,146509,208.85510815091217,-3.5882244769079525,3.5E-5,22125515,97.804774,1.983413,0.595,0.514,20120173,5,19,1.845,0.105,14.51,0.06,0,16.355,0.086,0,15.405,0.056,0,13.886,0.033,0,13.148,0.066,0,3.549608268924102E-5
spec-56299-HD112355N103146M01_sp14-183.fits,4519.60926247,1.71734385795,-1.41412073573,0.318585799966,122.808475715,0.27175281133,0.180617763451,0.0492071850031,0.1700441283729149,168.960785,10.701084,9.40999984741211,151261,244.47801507514808,62.15350927164195,9.9E-5,27639390,168.960706,10.701023,0.823,1.15,20150467,3,10,1.419,0.084,15.696,0.0,1,17.116,0.084,1,16.661,0.58,0,15.534,0.099,0,15.005,0.121,0,9.872597328835947E-5
spec-56301-HD110643N151055F01_sp12-241.fits,4524.11566596,1.91705063767,-1.29697326365,0.130776637283,83.5781683315,0.210888896164,0.128808549483,0.0487729934406,0.29746737294586895,167.594376,17.214194,12.8100004196167,152568,230.68248974872446,64.65502400832682,4.9E-5,27655463,167.594417,17.214165,0.698,0.816,20150861,4,16,0.839,0.123,15.762,0.04,0,16.601,0.116,0,16.16,0.173,0,15.49,0.047,0,15.25,0.302,0,4.873164039593429E-5
spec-56302-HD100908N183150B01_sp14-214.fits,4373.65563131,2.30353916147,0.0110728691725,0.0135714502741,26.6520746622,0.0681258429477,0.0371574813828,0.0160470306813,0.3893862965433137,150.22634,18.926529,17.690000534057617,153982,215.4932784339948,50.10936829377786,4.9E-5,5261663,150.226289,18.926519,0.339,0.187,20150855,3,12,1.238,0.081,14.222,0.014,0,15.461,0.079,0,14.795,0.054,0,13.778,0.006,0,13.362,0.037,0,4.926822669446769E-5
spec-56309-GAC088N20V3_sp09-178.fits,4325.57223452,1.98795291508,-0.0987536042628,-0.0323719584466,31.3628623928,0.072170457018,0.0433828501969,0.010998493138,0.7504564178728607,89.786361,21.01049,6.199999809265137,158715,188.38092825702444,-1.4003421621322254,1.08E-4,25337326,89.786252,21.010525,0.65,0.55,20150962,15,61,1.98,0.113,14.837,0.057,0,16.816,0.098,0,15.84,0.072,0,13.988,0.052,0,13.022,0.176,0,1.0760433818053735E-4
spec-56309-GAC088N20V3_sp12-137.fits,4691.22230594,2.93990033065,0.369383118431,0.00219102769958,45.4719167822,0.0956997573448,0.0523092479245,0.0170186104319,0.30191567627247623,89.267933,21.833384,9.949999809265137,158819,187.42669457531883,-1.4072941382473152,6.3E-5,25356538,89.26789,21.833335,0.607,0.426,20150962,17,65,1.604,0.133,15.043,0.085,0,16.647,0.102,0,15.853,0.054,0,14.483,0.066,0,13.903,0.172,0,6.320011094066805E-5
spec-56310-HD105614N420029F01_sp14-160.fits,5050.19039084,2.74667624571,-1.28666234474,0.118218226592,198.545959057,0.420400806315,0.266469558197,0.0896578860261,0.1826938724486008,162.003801,42.7197254,6.21999979019165,164025,172.93029045716523,60.53506046465975,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56316-GAC118N03V3_sp04-129.fits,4741.4008252,2.3866251419,-0.614040527094,0.0497247766722,48.5142458003,0.122254911943,0.0649171380039,0.0237267453898,0.28068607615919844,117.87327,2.6936,18.489999771118164,164962,217.44590133063855,14.579728653697256,1.1E-5,20942357,117.873259,2.6936,0.19,0.138,20140045,4,19,0.957,0.034,13.463,0.029,0,14.42,0.018,0,13.906,0.064,0,13.16,0.025,0,12.88,0.034,0,1.098784645431471E-5
spec-56321-GAC099N59V2_sp07-028.fits,5285.42619779,3.74356475022,-0.057575983935,0.065407399149,51.7488536784,0.0844996322063,0.0575190331811,0.0241275520009,0.35725289940277777,100.38529,58.066933,24.549999237060547,168709,157.54225929605414,21.509575191133873,4.7E-5,6980377,100.385205,58.06692,0.625,0.381,20122432,7,27,0.941,0.109,13.856,0.068,0,14.797,0.086,0,14.515,0.318,0,13.506,0.045,0,13.236,0.016,0,4.680067571751736E-5
spec-56331-GAC097N37V1_sp12-160.fits,4853.84062599,2.73050821624,-0.523145776352,0.0186954051476,188.750703228,0.416284283701,0.228763337573,0.0678873155685,0.16932573269112527,99.785748,38.291133,5.320000171661377,175922,176.87189772619354,14.187632857145209,1.17E-4,6491478,99.785616,38.291188,0.162,0.577,20121793,9,40,1.289,0.401,13.55,0.064,0,14.84,0.396,0,14.16,0.198,0,13.231,0.043,0,12.943,0.056,0,1.172970698749572E-4
spec-56345-HD102626N103010M01_sp03-109.fits,4526.01375676,1.8771470909,-1.08713663569,0.0741270906454,46.7105018161,0.126615159383,0.073245686614,0.0232163949202,0.2751878774080935,155.267768,10.938191,17.3799991607666,189880,230.17267271513228,51.1616068805203,6.0E-5,27460807,155.267709,10.938207,0.565,0.573,20120595,5,23,1.01,0.08,15.047,0.033,0,16.058,0.073,0,15.517,0.039,0,14.759,0.065,0,14.438,0.156,0,6.009714039772984E-5
spec-56346-VB091S03V2_sp06-232.fits,4928.14802395,3.2352601348,-0.563264392486,0.0938398075675,96.1878321936,0.140396784415,0.107821053833,0.0361107925982,0.18751668756163242,93.116859,-4.0511512,16.979999542236328,191292,212.1105314685851,-10.512126830286062,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56346-VB091S03V2_sp06-237.fits,4709.31050393,2.77056247299,-0.420305187804,-0.00161205179263,45.34377651,0.0918275176684,0.0566367793849,0.0161639770346,0.23856546744166665,92.934072,-4.1458627,23.18000030517578,191294,212.11271785603526,-10.717567965957537,2.9E-5,19676751,92.934045,-4.145852,0.271,0.25,20130171,7,31,1.396,0.075,13.005,0.04,0,14.401,0.063,0,13.696,0.046,0,12.519,0.024,0,11.981,0.034,0,2.897722822265976E-5
spec-56350-GAC116N20V1_sp09-143.fits,4795.35185281,2.52826448029,-0.471791567742,0.0590217616275,22.2114367125,0.0535390644664,0.0287970124536,0.012197050015,0.3987704122752497,117.67968,20.782797,47.630001068115234,192666,200.0475263892842,22.001422456779327,2.9E-5,5482977,117.679686,20.782769,0.081,0.055,20121100,6,29,1.051,0.053,11.404,0.047,0,12.455,0.025,0,11.923,0.041,0,11.095,0.048,0,11.15,0.501,0,2.8556392372639878E-5
spec-56350-GAC116N20V2_sp09-047.fits,4447.4639853,2.25241390759,-0.521475505928,0.039362335316,67.9812089678,0.16640720176,0.0946531422125,0.0357914275903,0.1053318696273612,117.20239,21.115417,9.739999771118164,192949,199.5360354977565,21.711668607734023,8.0E-6,5483603,117.202387,21.115409,0.124,0.117,20121100,4,19,1.081,0.055,13.482,0.05,0,14.563,0.021,0,14.005,0.04,0,13.142,0.06,0,13.393,0.448,0,8.475375742618994E-6
spec-56367-HD092159N212954M01_sp05-169.fits,4570.58183475,2.2759372809,-0.71373669487,0.0553297875618,60.0419915276,0.151592001103,0.0830256904627,0.0294908304837,0.3063752828440891,140.350007,20.766541,12.90999984741211,209101,208.61077878334928,41.92496380303449,1.4E-5,5291424,140.349996,20.766551,0.439,0.336,20150980,2,10,0.881,0.192,15.236,0.186,0,16.117,0.046,0,15.679,0.067,0,14.841,0.079,0,14.537,0.141,0,1.434533581832555E-5
spec-56369-GAC115N15V1_sp03-005.fits,4701.26943718,1.99747257767,-0.705929686245,0.0426001139879,107.5558841,0.302375709706,0.154798931779,0.0515902288308,0.18115048298448275,115.44438,14.891821,6.78000020980835,210264,204.92301763416282,17.733402455096105,2.5E-5,22856795,115.444363,14.89184,0.191,0.18,20120843,5,31,0.961,0.065,11.782,0.035,0,12.743,0.054,0,12.226,0.062,0,11.497,0.039,0,11.202,0.107,0,2.5117973271109814E-5
spec-56369-GAC115N15V2_sp16-217.fits,4621.28400077,2.16987286202,-0.773039021538,0.00858056136513,99.3162453516,0.278448611729,0.141831757709,0.0398811128999,0.2565521626911896,114.17136,16.786294,6.409999847412109,211311,202.5850155674306,17.38682824392926,3.6E-5,22909489,114.171382,16.786265,0.428,0.223,20150842,2,8,0.859,0.0,14.187,0.0,1,15.046,0.0,1,14.567,0.065,0,13.843,0.024,0,13.534,0.02,0,3.584175018032437E-5
spec-56447-HD174640N254456B01_sp12-045.fits,5489.4374719,3.70643643029,-0.03450006891,0.135368753194,136.933798848,0.265915449967,0.150957166066,0.0835345792819,0.15336418896196424,268.0492034,27.5962783,7.130000114440918,241370,52.7624210757936,24.38371714450687,3.2E-5,35798268,268.049201,27.596246,0.442,0.292,20121395,3,15,0.828,0.096,14.355,0.058,0,15.183,0.076,0,14.765,0.114,0,14.118,0.07,0,13.933,0.141,0,3.2369954642707104E-5
spec-56550-KP194045N483045V02_sp11-186.fits,4352.32695262,1.94104130308,-0.174950595474,0.230619891064,22.8838207505,0.0613591742039,0.0332583055552,0.0159298084394,0.3474114408477412,295.119846,50.679911,22.84000015258789,243058,83.38386418382429,13.473848271494242,1.21E-4,14756170,295.11974,50.67981,0.708,0.376,20122319,2,7,1.265,0.0,14.987,0.0,1,16.252,0.0,1,15.506,0.025,0,14.406,0.043,0,13.877,0.0,1,1.2129481805209325E-4
spec-56550-VB052N35V1_sp03-047.fits,4908.35218297,3.33357134515,-0.265311610274,0.191363399532,10.9695564259,0.019313338374,0.0123740669263,0.00620392245462,0.702519908006135,51.209818,35.400509,143.33999633789062,243368,155.0064102477486,-17.744578247544712,6.3E-5,1356604,51.209849,35.400451,0.51,0.709,20151669,3,16,1.157,0.057,12.682,0.05,0,13.839,0.027,0,13.256,0.043,0,12.281,0.07,0,11.92,0.049,0,6.32654156792612E-5
spec-56551-EG214710N042410V01_sp01-148.fits,4649.20919794,2.22002066608,-0.681111582369,0.261151561355,11.3233406547,0.0279155237975,0.0161846398559,0.00758850633178,0.8087415016987448,326.838543,2.666313,104.56999969482422,243875,59.387481730107915,-36.59270635791835,5.9E-5,17454921,326.838582,2.666269,0.349,0.16,20140123,12,52,1.166,0.095,11.928,0.085,0,13.094,0.043,0,12.454,0.041,0,11.55,0.075,0,11.323,0.482,0,5.876826147996266E-5
spec-56551-EG214710N042410V01_sp02-098.fits,4488.37278127,2.40429787856,-0.36720815098,0.0541076563987,27.2924778789,0.0647746276697,0.0374505608441,0.0168453947736,0.4584991274086472,324.808584,2.926744,29.670000076293945,243896,58.15311292066458,-34.81108317441411,3.6E-5,17458421,324.808551,2.926759,0.21,0.3,20120258,5,22,1.149,0.131,13.476,0.116,0,14.625,0.061,0,13.971,0.015,0,13.076,0.128,0,12.72,0.113,0,3.6209956190474325E-5
spec-56559-EG011442N065942V01_sp08-073.fits,4820.96334085,2.6096435291,-0.289214594657,0.085621993981,4.39317738867,0.0108017700037,0.00557002317692,0.00322898273662,2.378408475943662,19.955694,6.569858,479.260009765625,245061,135.4808448497637,-55.60877006376202,2.6E-5,16889563,19.955699,6.569832,0.508,0.087,20120278,3,15,1.105,0.03,9.659,0.0,1,10.764,0.03,0,10.205,0.072,0,9.353,0.0,1,9.033,0.0,1,2.6470223536654328E-5
spec-56559-HD035343N575830V01_sp06-103.fits,4141.28535777,1.65982199373,-0.232719537234,0.0738478285174,22.6092179027,0.0580719742408,0.0352067403235,0.013835864367,0.47039368746635457,62.731047,57.095183,16.8700008392334,245319,147.54093232340188,4.084456381115733,3.0E-5,3909581,62.731042,57.095213,0.209,0.305,20122425,2,10,2.039,0.079,13.396,0.079,0,15.436,0.01,0,14.302,0.006,0,12.525,0.006,0,11.588,0.089,0,3.0122713581536705E-5
spec-56559-HD035343N575830V01_sp07-187.fits,4459.61904691,2.04895195535,-0.458055185374,0.0137203427306,21.4114262862,0.0557045702639,0.0317088599314,0.0111159175507,0.6118854022420525,60.9182822,56.6506689,30.110000610351562,245362,147.10601396032183,3.0892088307728156,7.4E-5,3905871,60.918254,56.650741,0.238,0.17,20122424,4,20,1.586,0.089,13.401,0.08,0,14.987,0.038,0,14.109,0.017,0,12.706,0.04,0,11.928,0.049,0,7.374784206676408E-5
spec-56559-HD035343N575830V01_sp08-049.fits,4693.66806295,2.01978102779,-0.282284356091,0.136946905712,32.1765157846,0.0908974016236,0.0452857626609,0.017621021398,0.4596185476750779,59.669433,57.826273,17.190000534057617,245377,145.82231434323214,3.532192700929642,2.2E-5,3917179,59.669473,57.826269,0.201,0.224,20122424,2,10,1.59,0.134,14.315,0.0,0,15.905,0.134,0,15.029,0.03,0,13.657,0.051,0,12.904,0.033,0,2.1671869778809953E-5
spec-56559-HD035343N575830V01_sp11-238.fits,4956.39705491,2.80834800979,0.078618995769,0.0379175487774,14.9277631228,0.0367607639246,0.0172985947989,0.00739374942448,0.5624190777963225,58.732709,59.791753,57.209999084472656,245474,144.17875929002292,4.720068871677948,5.0E-6,3955067,58.7327,59.791753,0.064,0.078,20122496,3,12,,,12.267,0.03,0,,,,13.097,0.013,0,11.64,0.052,0,10.977,0.053,0,4.528299083932488E-6
spec-56559-HD035343N575830V01_sp12-236.fits,4808.67786682,2.4404099767,-0.529317689449,0.164465750622,29.5229985273,0.0708168276365,0.0377463161028,0.015754202944,0.3214686333094761,59.867876,59.992449,35.63999938964844,245511,144.48398479907664,5.241665332517287,1.4E-5,3959860,59.867894,59.992438,0.075,0.04,20122496,3,12,,,12.967,0.024,0,,,,13.718,0.0,0,12.444,0.052,0,11.935,0.062,0,1.4213972306868829E-5
spec-56559-HD035343N575830V01_sp16-160.fits,4811.88207764,2.65695556986,0.0584704429483,0.0960810109098,14.3099604818,0.0347061133722,0.017327447065,0.00695270222811,0.6412788362001697,56.245096,59.498661,53.36000061035156,245603,143.3809686718174,3.7036916364657624,9.0E-6,3963966,56.245078,59.49866,0.134,0.046,20122496,3,12,,,12.6,0.014,0,,,,13.323,0.016,0,12.005,0.05,0,11.406,0.051,0,9.190618404691951E-6
spec-56559-HD035343N575830V01_sp16-249.fits,4627.02622988,2.07338774026,-0.383788972625,0.155310436254,32.077409112,0.0828530109489,0.0447887072191,0.0153409547711,0.40776255018266166,56.466724,59.960943,17.030000686645508,245610,143.1848336256291,4.137161263153724,1.3E-5,3964937,56.466704,59.960951,0.087,0.161,20152495,5,14,,,13.618,0.025,0,,,,14.539,0.0,0,12.9,0.057,0,12.071,0.121,0,1.281546750070055E-5
spec-56562-KP192102N424113V02_sp13-129.fits,4934.66542195,3.08259116138,-0.162268913954,0.300112752137,49.7909166041,0.106240519097,0.0518745372581,0.019267878405,0.2596311639983217,292.877692,43.367839,16.09000015258789,250243,75.98481640014373,11.569959316815897,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56570-GAC069N36V1_sp14-065.fits,5249.82814765,2.91219415444,-0.212839360805,0.179548652557,67.1976863125,0.15479268363,0.0775775345443,0.0302701279753,0.2972417880409617,66.973424,36.930725,8.609999656677246,253808,163.80306382444655,-8.223864416966547,,,,,,,,,,,,,,,,,,,,,,,,,,,
